instrument_type,isin,symbol,scrip_name,scrip_code
Mutual Fund,INF109KA19J2,ICICI_PRUDENTIAL_MULTIPLE_YIELD_FUND_SERIES_8_1822_DAYS_PLAN_D_DIVIDEND_OPTION,ICICI Prudential Multiple Yield Fund - Series 8 -1822 Days Plan D Dividend Option,INF109KA19J2
Mutual Fund,INF109KB1714,ICICI_PRUDENTIAL_MULTIPLE_YIELD_FUND_SERIES_9_1140_DAYS_PLAN_A_CUMULATIVE_OPTION,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A Cumulative Option,INF109KB1714
Mutual Fund,INF109KB1730,ICICI_PRUDENTIAL_MULTIPLE_YIELD_FUND_SERIES_9_1140_DAYS_PLAN_A_DIRECT_PLAN_CUMULATIVE_OPTION,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A Direct Plan Cumulative Option,INF109KB1730
Mutual Fund,INF109KB1748,ICICI_PRUDENTIAL_MULTIPLE_YIELD_FUND_SERIES_9_1140_DAYS_PLAN_A_DIRECT_PLAN_DIVIDEND_OPTION,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A Direct Plan Dividend Option,INF109KB1748
Mutual Fund,INF109KB1722,ICICI_PRUDENTIAL_MULTIPLE_YIELD_FUND_SERIES_9_1140_DAYS_PLAN_A_DIVIDEND_OPTION,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A Dividend Option,INF109KB1722
Mutual Fund,INF109KC1U50,ICICI_PRUDENTIAL_NASDAQ_100_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - Growth,INF109KC1U50
Mutual Fund,INF109KC1U68,ICICI_PRUDENTIAL_NASDAQ_100_INDEX_FUND_DIRECT_PLAN_IDCW,ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - IDCW,INF109KC1U68
Mutual Fund,INF109KC1U27,ICICI_PRUDENTIAL_NASDAQ_100_INDEX_FUND_GROWTH,ICICI Prudential NASDAQ 100 Index Fund - Growth,INF109KC1U27
Mutual Fund,INF109KC1U35,ICICI_PRUDENTIAL_NASDAQ_100_INDEX_FUND_IDCW,ICICI Prudential NASDAQ 100 Index Fund - IDCW,INF109KC1U35
Mutual Fund,INF109KC18O0,ICICI_PRUDENTIAL_NIFTY_10_YR_BENCHMARK_GSEC_ETF,ICICI Prudential Nifty 10 yr Benchmark G-sec ETF,INF109KC18O0
Mutual Fund,INF109KC16V9,ICICI_PRUDENTIAL_NIFTY_100_ETF,ICICI Prudential Nifty 100 ETF,INF109KC16V9
Mutual Fund,INF109KC19U5,ICICI_PRUDENTIAL_NIFTY_100_LOW_VOLATILITY_30_ETF,ICICI Prudential Nifty 100 Low Volatility 30 ETF,INF109KC19U5
Mutual Fund,INF109KC1P81,ICICI_PRUDENTIAL_NIFTY_100_LOW_VOLATILITY_30_ETF_FOF_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Direct Plan - Growth,INF109KC1P81
Mutual Fund,INF109KC1Q07,ICICI_PRUDENTIAL_NIFTY_100_LOW_VOLATILITY_30_ETF_FOF_DIRECT_PLAN_IDCW,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Direct Plan - IDCW,INF109KC1Q07
Mutual Fund,INF109KC1P57,ICICI_PRUDENTIAL_NIFTY_100_LOW_VOLATILITY_30_ETF_FOF_GROWTH,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Growth,INF109KC1P57
Mutual Fund,INF109KC1P73,ICICI_PRUDENTIAL_NIFTY_100_LOW_VOLATILITY_30_ETF_FOF_IDCW,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - IDCW,INF109KC1P73
Mutual Fund,INF109KC17C7,ICICI_PRUDENTIAL_NIFTY_200_MOMENTUM_30_ETF,ICICI Prudential Nifty 200 Momentum 30 ETF,INF109KC17C7
Mutual Fund,INF109KC11D8,ICICI_PRUDENTIAL_NIFTY_200_MOMENTUM_30_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth,INF109KC11D8
Mutual Fund,INF109KC12D6,ICICI_PRUDENTIAL_NIFTY_200_MOMENTUM_30_INDEX_FUND_DIRECT_PLAN_IDCW,ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - IDCW,INF109KC12D6
Mutual Fund,INF109KC18C5,ICICI_PRUDENTIAL_NIFTY_200_MOMENTUM_30_INDEX_FUND_GROWTH,ICICI Prudential Nifty 200 Momentum 30 Index Fund - Growth,INF109KC18C5
Mutual Fund,INF109KC19C3,ICICI_PRUDENTIAL_NIFTY_200_MOMENTUM_30_INDEX_FUND_IDCW,ICICI Prudential Nifty 200 Momentum 30 Index Fund - IDCW,INF109KC19C3
Mutual Fund,INF109KC18V5,ICICI_PRUDENTIAL_NIFTY_200_QUALITY_30_ETF,ICICI Prudential Nifty 200 Quality 30 ETF,INF109KC18V5
Mutual Fund,INF109KC14A8,ICICI_PRUDENTIAL_NIFTY_5_YR_BENCHMARK_GSEC_ETF,ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF,INF109KC14A8
Mutual Fund,INF109K012R6,ICICI_PRUDENTIAL_NIFTY_50_ETF,ICICI Prudential Nifty 50 ETF,INF109K012R6
Mutual Fund,INF109K01PI0,ICICI_PRUDENTIAL_NIFTY_50_INDEX_FUND_CUMULATIVE_OPTION,ICICI Prudential Nifty 50 Index Fund - Cumulative Option,INF109K01PI0
Mutual Fund,INF109K012M7,ICICI_PRUDENTIAL_NIFTY_50_INDEX_FUND_DIRECT_PLAN_CUMULATIVE_OPTION,ICICI Prudential Nifty 50 Index Fund - Direct Plan Cumulative Option,INF109K012M7
Mutual Fund,INF109KB1NL1,ICICI_PRUDENTIAL_NIFTY_50_INDEX_FUND_DIRECT_PLAN_IDCW_OPTION,ICICI Prudential Nifty 50 Index Fund - Direct Plan IDCW Option,INF109KB1NL1
Mutual Fund,INF109KB1NN7,ICICI_PRUDENTIAL_NIFTY_50_INDEX_FUND_IDCW_OPTION,ICICI Prudential Nifty 50 Index Fund - IDCW Option,INF109KB1NN7
Mutual Fund,INF109KC1R89,ICICI_PRUDENTIAL_NIFTY_ALPHA_LOW_VOLATILITY_30_ETF_FOF_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Direct Plan - Growth,INF109KC1R89
Mutual Fund,INF109KC1S05,ICICI_PRUDENTIAL_NIFTY_ALPHA_LOW_VOLATILITY_30_ETF_FOF_DIRECT_PLAN_IDCW,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Direct Plan - IDCW,INF109KC1S05
Mutual Fund,INF109KC1R55,ICICI_PRUDENTIAL_NIFTY_ALPHA_LOW_VOLATILITY_30_ETF_FOF_GROWTH,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Growth,INF109KC1R55
Mutual Fund,INF109KC1R71,ICICI_PRUDENTIAL_NIFTY_ALPHA_LOW_VOLATILITY_30_ETF_FOF_IDCW,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - IDCW,INF109KC1R71
Mutual Fund,INF109KC17V7,ICICI_PRUDENTIAL_NIFTY_ALPHA_LOW_VOLATILITY_30_ETF,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,INF109KC17V7
Mutual Fund,INF109KC10V2,ICICI_PRUDENTIAL_NIFTY_AUTO_ETF,ICICI Prudential Nifty Auto ETF,INF109KC10V2
Mutual Fund,INF109KC16J4,ICICI_PRUDENTIAL_NIFTY_AUTO_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty Auto Index Fund - Direct Plan - Growth,INF109KC16J4
Mutual Fund,INF109KC17J2,ICICI_PRUDENTIAL_NIFTY_AUTO_INDEX_FUND_DIRECT_PLAN_IDCW,ICICI Prudential Nifty Auto Index Fund - Direct Plan - IDCW,INF109KC17J2
Mutual Fund,INF109KC13J1,ICICI_PRUDENTIAL_NIFTY_AUTO_INDEX_FUND_GROWTH,ICICI Prudential Nifty Auto Index Fund - Growth,INF109KC13J1
Mutual Fund,INF109KC14J9,ICICI_PRUDENTIAL_NIFTY_AUTO_INDEX_FUND_IDCW,ICICI Prudential Nifty Auto Index Fund - IDCW,INF109KC14J9
Mutual Fund,INF109KC15I8,ICICI_PRUDENTIAL_NIFTY_BANK_ETF,ICICI Prudential Nifty Bank ETF,INF109KC15I8
Mutual Fund,INF109KC11A4,ICICI_PRUDENTIAL_NIFTY_BANK_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty Bank Index Fund - Direct Plan Growth,INF109KC11A4
Mutual Fund,INF109KC12A2,ICICI_PRUDENTIAL_NIFTY_BANK_INDEX_FUND_DIRECT_PLAN_IDCW,ICICI Prudential Nifty Bank Index Fund - Direct Plan IDCW,INF109KC12A2
Mutual Fund,INF109KC1Z89,ICICI_PRUDENTIAL_NIFTY_BANK_INDEX_FUND_GROWTH,ICICI Prudential Nifty Bank Index Fund - Growth,INF109KC1Z89
Mutual Fund,INF109KC1Z97,ICICI_PRUDENTIAL_NIFTY_BANK_INDEX_FUND_IDCW,ICICI Prudential Nifty Bank Index Fund - IDCW,INF109KC1Z97
Mutual Fund,INF109KC19O8,ICICI_PRUDENTIAL_NIFTY_COMMODITIES_ETF,ICICI Prudential Nifty Commodities ETF,INF109KC19O8
Mutual Fund,INF109KC19V3,ICICI_PRUDENTIAL_NIFTY_FMCG_ETF,ICICI Prudential Nifty FMCG ETF,INF109KC19V3
Mutual Fund,INF109KC17L8,ICICI_PRUDENTIAL_NIFTY_FINANCIAL_SERVICES_EXBANK_ETF,ICICI Prudential Nifty Financial Services Ex-BaNk ETF,INF109KC17L8
Mutual Fund,INF109KC16K2,ICICI_PRUDENTIAL_NIFTY_GSEC_DEC_2030_INDEX_FUND_ANNUAL_IDCW,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Annual IDCW,INF109KC16K2
Mutual Fund,INF109KC19K6,ICICI_PRUDENTIAL_NIFTY_GSEC_DEC_2030_INDEX_FUND_DIRECT_PLAN_ANNUAL_IDCW,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Direct Plan - Annual IDCW,INF109KC19K6
Mutual Fund,INF109KC18K8,ICICI_PRUDENTIAL_NIFTY_GSEC_DEC_2030_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Direct Plan - Growth,INF109KC18K8
Mutual Fund,INF109KC15K4,ICICI_PRUDENTIAL_NIFTY_GSEC_DEC_2030_INDEX_FUND_GROWTH,ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Growth,INF109KC15K4
Mutual Fund,INF109KC1Q72,ICICI_PRUDENTIAL_NIFTY_HEALTHCARE_ETF,ICICI Prudential Nifty Healthcare ETF,INF109KC1Q72
Mutual Fund,INF109KC16I6,ICICI_PRUDENTIAL_NIFTY_IT_ETF,ICICI Prudential Nifty IT ETF,INF109KC16I6
Mutual Fund,INF109KC13E2,ICICI_PRUDENTIAL_NIFTY_IT_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty IT Index Fund - Direct Plan - Growth,INF109KC13E2
Mutual Fund,INF109KC14E0,ICICI_PRUDENTIAL_NIFTY_IT_INDEX_FUND_DIRECT_PLAN_IDCW,ICICI Prudential Nifty IT Index Fund - Direct Plan - IDCW,INF109KC14E0
Mutual Fund,INF109KC10E8,ICICI_PRUDENTIAL_NIFTY_IT_INDEX_FUND_GROWTH,ICICI Prudential Nifty IT Index Fund - Growth,INF109KC10E8
Mutual Fund,INF109KC11E6,ICICI_PRUDENTIAL_NIFTY_IT_INDEX_FUND_IDCW,ICICI Prudential Nifty IT Index Fund - IDCW,INF109KC11E6
Mutual Fund,INF109KC1V42,ICICI_PRUDENTIAL_NIFTY_INDIA_CONSUMPTION_ETF,ICICI Prudential Nifty India Consumption ETF,INF109KC1V42
Mutual Fund,INF109KC16E5,ICICI_PRUDENTIAL_NIFTY_INFRASTRUCTURE_ETF,ICICI Prudential Nifty Infrastructure ETF,INF109KC16E5
Mutual Fund,INF109KC12U0,ICICI_PRUDENTIAL_NIFTY_LARGEMIDCAP_250_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth,INF109KC12U0
Mutual Fund,INF109KC13U8,ICICI_PRUDENTIAL_NIFTY_LARGEMIDCAP_250_INDEX_FUND_DIRECT_PLAN_IDCW,ICICI Prudential Nifty LargeMidcap 250 Index Fund - Direct Plan - IDCW,INF109KC13U8
Mutual Fund,INF109KC15U3,ICICI_PRUDENTIAL_NIFTY_LARGEMIDCAP_250_INDEX_FUND_GROWTH,ICICI Prudential Nifty LargeMidcap 250 Index Fund - Growth,INF109KC15U3
Mutual Fund,INF109KC16U1,ICICI_PRUDENTIAL_NIFTY_LARGEMIDCAP_250_INDEX_FUND_IDCW,ICICI Prudential Nifty LargeMidcap 250 Index Fund - IDCW,INF109KC16U1
Mutual Fund,INF109KC19W1,ICICI_PRUDENTIAL_NIFTY_METAL_ETF,ICICI Prudential Nifty Metal ETF,INF109KC19W1
Mutual Fund,INF109KC11W8,ICICI_PRUDENTIAL_NIFTY_MIDCAP_150_ETF,ICICI Prudential Nifty Midcap 150 ETF,INF109KC11W8
Mutual Fund,INF109KC1W58,ICICI_PRUDENTIAL_NIFTY_MIDCAP_150_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - Growth,INF109KC1W58
Mutual Fund,INF109KC1W66,ICICI_PRUDENTIAL_NIFTY_MIDCAP_150_INDEX_FUND_DIRECT_PLAN_IDCW,ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - IDCW,INF109KC1W66
Mutual Fund,INF109KC1W25,ICICI_PRUDENTIAL_NIFTY_MIDCAP_150_INDEX_FUND_GROWTH,ICICI Prudential Nifty Midcap 150 Index Fund - Growth,INF109KC1W25
Mutual Fund,INF109KC1W33,ICICI_PRUDENTIAL_NIFTY_MIDCAP_150_INDEX_FUND_IDCW,ICICI Prudential Nifty Midcap 150 Index Fund - IDCW,INF109KC1W33
Mutual Fund,INF109KC1NS5,ICICI_PRUDENTIAL_NIFTY_NEXT_50_ETF,ICICI Prudential Nifty Next 50 ETF,INF109KC1NS5
Mutual Fund,INF109K01Y80,ICICI_PRUDENTIAL_NIFTY_NEXT_50_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -Growth,INF109K01Y80
Mutual Fund,INF109K01Y64,ICICI_PRUDENTIAL_NIFTY_NEXT_50_INDEX_FUND_DIRECT_PLAN_IDCW,ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -IDCW,INF109K01Y64
Mutual Fund,INF109K01IF1,ICICI_PRUDENTIAL_NIFTY_NEXT_50_INDEX_FUND_GROWTH,ICICI Prudential Nifty Next 50 Index Fund - Growth,INF109K01IF1
Mutual Fund,INF109K01PR1,ICICI_PRUDENTIAL_NIFTY_NEXT_50_INDEX_FUND_IDCW,ICICI Prudential Nifty Next 50 Index Fund -IDCW,INF109K01PR1
Mutual Fund,INF109KC18W3,ICICI_PRUDENTIAL_NIFTY_OIL_GAS_ETF,ICICI Prudential Nifty Oil & Gas ETF,INF109KC18W3
Mutual Fund,INF109KC10S8,ICICI_PRUDENTIAL_NIFTY_PSU_BANK_ETF,ICICI Prudential Nifty PSU Bank ETF,INF109KC10S8
Mutual Fund,INF109KC1S62,ICICI_PRUDENTIAL_NIFTY_PSU_BOND_PLUS_SDL_SEP_2027_4060_INDEX_FUND_ANNUAL_IDCW,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Annual - IDCW,INF109KC1S62
Mutual Fund,INF109KC1T46,ICICI_PRUDENTIAL_NIFTY_PSU_BOND_PLUS_SDL_SEP_2027_4060_INDEX_FUND_DIRECT_PLAN_ANNUAL_IDCW,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Annual - IDCW,INF109KC1T46
Mutual Fund,INF109KC1S88,ICICI_PRUDENTIAL_NIFTY_PSU_BOND_PLUS_SDL_SEP_2027_4060_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Growth,INF109KC1S88
Mutual Fund,INF109KC1T12,ICICI_PRUDENTIAL_NIFTY_PSU_BOND_PLUS_SDL_SEP_2027_4060_INDEX_FUND_DIRECT_PLAN_QUARTERLY_IDCW,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Quarterly - IDCW,INF109KC1T12
Mutual Fund,INF109KC1T04,ICICI_PRUDENTIAL_NIFTY_PSU_BOND_PLUS_SDL_SEP_2027_4060_INDEX_FUND_DIRECT_PLAN_WEEKLY_IDCW,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Weekly - IDCW,INF109KC1T04
Mutual Fund,INF109KC1S13,ICICI_PRUDENTIAL_NIFTY_PSU_BOND_PLUS_SDL_SEP_2027_4060_INDEX_FUND_GROWTH,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Growth,INF109KC1S13
Mutual Fund,INF109KC1S47,ICICI_PRUDENTIAL_NIFTY_PSU_BOND_PLUS_SDL_SEP_2027_4060_INDEX_FUND_QUARTERLY_IDCW,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Quarterly - IDCW,INF109KC1S47
Mutual Fund,INF109KC1S39,ICICI_PRUDENTIAL_NIFTY_PSU_BOND_PLUS_SDL_SEP_2027_4060_INDEX_FUND_WEEKLY_IDCW,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Weekly - IDCW,INF109KC1S39
Mutual Fund,INF109KC11M9,ICICI_PRUDENTIAL_NIFTY_PHARMA_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty Pharma Index Fund - Direct Plan - Growth,INF109KC11M9
Mutual Fund,INF109KC12M7,ICICI_PRUDENTIAL_NIFTY_PHARMA_INDEX_FUND_DIRECT_PLAN_IDCW,ICICI Prudential Nifty Pharma Index Fund - Direct Plan - IDCW,INF109KC12M7
Mutual Fund,INF109KC18L6,ICICI_PRUDENTIAL_NIFTY_PHARMA_INDEX_FUND_GROWTH,ICICI Prudential Nifty Pharma Index Fund - Growth,INF109KC18L6
Mutual Fund,INF109KC19L4,ICICI_PRUDENTIAL_NIFTY_PHARMA_INDEX_FUND_IDCW,ICICI Prudential Nifty Pharma Index Fund - IDCW,INF109KC19L4
Mutual Fund,INF109KC18U7,ICICI_PRUDENTIAL_NIFTY_PRIVATE_BANK_ETF,ICICI Prudential Nifty Private Bank ETF,INF109KC18U7
Mutual Fund,INF109KC12L9,ICICI_PRUDENTIAL_NIFTY_SDL_DEC_2028_INDEX_FUND_ANNUAL_IDCW,ICICI Prudential Nifty SDL Dec 2028 Index Fund - Annual IDCW,INF109KC12L9
Mutual Fund,INF109KC15L2,ICICI_PRUDENTIAL_NIFTY_SDL_DEC_2028_INDEX_FUND_DIRECT_PLAN_ANNUAL_IDCW,ICICI Prudential Nifty SDL Dec 2028 Index Fund - Direct Plan - Annual IDCW,INF109KC15L2
Mutual Fund,INF109KC14L5,ICICI_PRUDENTIAL_NIFTY_SDL_DEC_2028_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty SDL Dec 2028 Index Fund - Direct Plan - Growth,INF109KC14L5
Mutual Fund,INF109KC11L1,ICICI_PRUDENTIAL_NIFTY_SDL_DEC_2028_INDEX_FUND_GROWTH,ICICI Prudential Nifty SDL Dec 2028 Index Fund - Growth,INF109KC11L1
Mutual Fund,INF109KC11P2,ICICI_PRUDENTIAL_NIFTY_SDL_SEP_2026_INDEX_FUND_ANNUAL_IDCW,ICICI Prudential Nifty SDL Sep 2026 Index Fund - Annual IDCW,INF109KC11P2
Mutual Fund,INF109KC14P6,ICICI_PRUDENTIAL_NIFTY_SDL_SEP_2026_INDEX_FUND_DIRECT_PLAN_ANNUAL_IDCW,ICICI Prudential Nifty SDL Sep 2026 Index Fund - Direct Plan - Annual IDCW,INF109KC14P6
Mutual Fund,INF109KC13P8,ICICI_PRUDENTIAL_NIFTY_SDL_SEP_2026_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty SDL Sep 2026 Index Fund - Direct Plan - Growth,INF109KC13P8
Mutual Fund,INF109KC10P4,ICICI_PRUDENTIAL_NIFTY_SDL_SEP_2026_INDEX_FUND_GROWTH,ICICI Prudential Nifty SDL Sep 2026 Index Fund - Growth,INF109KC10P4
Mutual Fund,INF109KC12B0,ICICI_PRUDENTIAL_NIFTY_SDL_SEP_2027_INDEX_FUND_ANNUAL_IDCW,ICICI Prudential Nifty SDL Sep 2027 Index Fund - Annual IDCW,INF109KC12B0
Mutual Fund,INF109KC15B3,ICICI_PRUDENTIAL_NIFTY_SDL_SEP_2027_INDEX_FUND_DIRECT_PLAN_ANNUAL_IDCW,ICICI Prudential Nifty SDL Sep 2027 Index Fund - Direct Plan - Annual IDCW,INF109KC15B3
Mutual Fund,INF109KC14B6,ICICI_PRUDENTIAL_NIFTY_SDL_SEP_2027_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty SDL Sep 2027 Index Fund - Direct Plan - Growth,INF109KC14B6
Mutual Fund,INF109KC11B2,ICICI_PRUDENTIAL_NIFTY_SDL_SEP_2027_INDEX_FUND_GROWTH,ICICI Prudential Nifty SDL Sep 2027 Index Fund - Growth,INF109KC11B2
Mutual Fund,INF109KC1V18,ICICI_PRUDENTIAL_NIFTY_SMALLCAP_250_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty Smallcap 250 Index Fund - Direct Plan - Growth,INF109KC1V18
Mutual Fund,INF109KC1V26,ICICI_PRUDENTIAL_NIFTY_SMALLCAP_250_INDEX_FUND_DIRECT_PLAN_IDCW,ICICI Prudential Nifty Smallcap 250 Index Fund - Direct Plan - IDCW,INF109KC1V26
Mutual Fund,INF109KC1U84,ICICI_PRUDENTIAL_NIFTY_SMALLCAP_250_INDEX_FUND_GROWTH,ICICI Prudential Nifty Smallcap 250 Index Fund - Growth,INF109KC1U84
Mutual Fund,INF109KC1U92,ICICI_PRUDENTIAL_NIFTY_SMALLCAP_250_INDEX_FUND_IDCW,ICICI Prudential Nifty Smallcap 250 Index Fund - IDCW,INF109KC1U92
Mutual Fund,INF109KC10J7,ICICI_PRUDENTIAL_NIFTY50_EQUAL_WEIGHT_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty50 Equal Weight Index Fund- Direct Plan - Growth,INF109KC10J7
Mutual Fund,INF109KC11J5,ICICI_PRUDENTIAL_NIFTY50_EQUAL_WEIGHT_INDEX_FUND_DIRECT_PLAN_IDCW,ICICI Prudential Nifty50 Equal Weight Index Fund- Direct Plan - IDCW,INF109KC11J5
Mutual Fund,INF109KC17I4,ICICI_PRUDENTIAL_NIFTY50_EQUAL_WEIGHT_INDEX_FUND_GROWTH,ICICI Prudential Nifty50 Equal Weight Index Fund- Growth,INF109KC17I4
Mutual Fund,INF109KC18I2,ICICI_PRUDENTIAL_NIFTY50_EQUAL_WEIGHT_INDEX_FUND_IDCW,ICICI Prudential Nifty50 Equal Weight Index Fund- IDCW,INF109KC18I2
Mutual Fund,INF109KC11V0,ICICI_PRUDENTIAL_NIFTY50_VALUE_20_ETF,ICICI Prudential Nifty50 Value 20 ETF,INF109KC11V0
Mutual Fund,INF109KC16T3,ICICI_PRUDENTIAL_NIFTY50_VALUE_20_INDEX_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Nifty50 Value 20 Index Fund - Direct Plan - Growth,INF109KC16T3
Mutual Fund,INF109KC17T1,ICICI_PRUDENTIAL_NIFTY50_VALUE_20_INDEX_FUND_DIRECT_PLAN_IDCW,ICICI Prudential Nifty50 Value 20 Index Fund - Direct Plan - IDCW,INF109KC17T1
Mutual Fund,INF109KC19T7,ICICI_PRUDENTIAL_NIFTY50_VALUE_20_INDEX_FUND_GROWTH,ICICI Prudential Nifty50 Value 20 Index Fund - Growth,INF109KC19T7
Mutual Fund,INF109KC10U4,ICICI_PRUDENTIAL_NIFTY50_VALUE_20_INDEX_FUND_IDCW,ICICI Prudential Nifty50 Value 20 Index Fund - IDCW,INF109KC10U4
Mutual Fund,INF109KC19F6,ICICI_PRUDENTIAL_OVERNIGHT_FUND_ANNUAL_IDCW,ICICI Prudential Overnight Fund - Annual IDCW,INF109KC19F6
Mutual Fund,INF109KC13H5,ICICI_PRUDENTIAL_OVERNIGHT_FUND_DIRECT_PLAN_ANNUAL_IDCW,ICICI Prudential Overnight Fund - Direct Plan - Annual IDCW,INF109KC13H5
Mutual Fund,INF109KC18G6,ICICI_PRUDENTIAL_OVERNIGHT_FUND_DIRECT_PLAN_FORTNIGHTLY_IDCW,ICICI Prudential Overnight Fund - Direct Plan - Fortnightly IDCW,INF109KC18G6
Mutual Fund,INF109KC11G1,ICICI_PRUDENTIAL_OVERNIGHT_FUND_DIRECT_PLAN_GROWTH,ICICI Prudential Overnight Fund - Direct Plan - Growth,INF109KC11G1
Mutual Fund,INF109KC11H9,ICICI_PRUDENTIAL_OVERNIGHT_FUND_DIRECT_PLAN_HALF_YEARLY_IDCW,ICICI Prudential Overnight Fund - Direct Plan - Half Yearly IDCW,INF109KC11H9
Mutual Fund,INF109KC13G7,ICICI_PRUDENTIAL_OVERNIGHT_FUND_DIRECT_PLAN_MONTHLY_IDCW,ICICI Prudential Overnight Fund - Direct Plan - Monthly IDCW,INF109KC13G7
Mutual Fund,INF109KC19G4,ICICI_PRUDENTIAL_OVERNIGHT_FUND_DIRECT_PLAN_QUARTERLY_IDCW,ICICI Prudential Overnight Fund - Direct Plan - Quarterly IDCW,INF109KC19G4
Mutual Fund,INF109KC16G0,ICICI_PRUDENTIAL_OVERNIGHT_FUND_DIRECT_PLAN_WEEKLY_IDCW,ICICI Prudential Overnight Fund - Direct Plan - Weekly IDCW,INF109KC16G0
Mutual Fund,INF109KC14F7,ICICI_PRUDENTIAL_OVERNIGHT_FUND_FORTNIGHTLY_IDCW,ICICI Prudential Overnight Fund - Fortnightly IDCW,INF109KC14F7
Mutual Fund,INF109KC17E3,ICICI_PRUDENTIAL_OVERNIGHT_FUND_GROWTH,ICICI Prudential Overnight Fund - Growth,INF109KC17E3
Mutual Fund,INF109KC17F0,ICICI_PRUDENTIAL_OVERNIGHT_FUND_HALF_YEARLY_IDCW,ICICI Prudential Overnight Fund - Half Yearly IDCW,INF109KC17F0
Mutual Fund,INF109KC19E9,ICICI_PRUDENTIAL_OVERNIGHT_FUND_MONTHLY_IDCW,ICICI Prudential Overnight Fund - Monthly IDCW,INF109KC19E9
Mutual Fund,INF109KC15F4,ICICI_PRUDENTIAL_OVERNIGHT_FUND_QUARTERLY_IDCW,ICICI Prudential Overnight Fund - Quarterly IDCW,INF109KC15F4
Mutual Fund,INF109KC12F1,ICICI_PRUDENTIAL_OVERNIGHT_FUND_WEEKLY_IDCW,ICICI Prudential Overnight Fund - Weekly IDCW,INF109KC12F1
Mutual Fund,INF109KC18H4,ICICI_PRUDENTIAL_OVERNIGHT_FUND_DIRECT_PLAN_UNCLAIMED_IDCW_STABLE_SCHEME,ICICI Prudential Overnight fund - Direct Plan - Unclaimed IDCW Stable Scheme,INF109KC18H4
